year,day,rain,maxt,mint,meant,soilt,rhmean,vp,vpd,windspeed,radn
2024,324,0.0,12.8,3.9,8.35,7.7625003,94.25,10.228703,0.075704865,1.2793037,6.2
2024,325,0.0,16.85,6.55,11.700001,11.435417,84.458336,11.035968,0.27141675,4.6067367,7.87
2024,326,0.0,21.45,8.6,15.025001,13.383334,57.5,8.751986,0.8328388,9.425615,7.41
2024,327,0.0,18.6,4.3,11.450001,11.239583,74.083336,8.996094,0.45284677,7.0876527,4.55
2024,328,0.0,17.15,3.4,10.275,9.416667,46.25,5.231036,0.7276308,11.078716,9.63
2024,329,0.0,11.1,-0.2,5.4500003,3.9291668,55.291668,4.601704,0.43989453,1.8621937,10.13
2024,330,0.0,10.7,-3.5,3.6,3.0249999,77.125,5.4378223,0.24683899,1.5830503,8.99
2024,331,0.0,11.3,-2.95,4.175,3.3062499,80.208336,6.0242243,0.22088344,1.2648715,8.58
2024,332,0.0,13.85,-0.9,6.4750004,5.0916667,85.25,7.7437925,0.19189902,1.7907463,8.31
2024,333,0.0,14.1,2.45,8.275001,6.8999996,87.5,9.16237,0.17675509,1.219418,7.83
2024,334,0.0,12.7,2.6,7.6499996,8.20625,94.583336,9.771216,0.070307374,1.8402756,6.18
2024,335,20.2,9.25,7.1,8.175,8.172916,94.916664,10.316495,0.05393711,7.102846,0.91
2024,336,9.499999,8.5,6.95,7.725,7.464583,87.0,9.148973,0.13790941,12.412948,2.4
2024,337,8.200002,10.65,8.4,9.525,8.435416,88.125,10.5009775,0.13928269,7.9817142,1.64
2024,338,0.0,13.1,7.4,10.25,9.568749,87.583336,10.828722,0.16577339,2.2410684,7.69
2024,339,0.3,13.05,6.95,10.0,9.8875,93.416664,11.37705,0.09021745,1.7992638,5.02
2024,340,3.1000001,13.0,9.15,11.075,10.5125,93.166664,12.25696,0.093533754,7.19262,2.17
2024,341,2.8,11.25,9.6,10.425,10.170833,95.333336,12.032325,0.060101416,2.8474874,0.95
